url_length,domain_length,count_subdomains,has_ip_address,count_digits,count_special_chars,has_at_symbol,has_hyphen,uses_https,count_parameters,shannon_entropy,path_length,status
24,15,2,1,3,6,0,0,1,0,3.7406015629507228,1,0
45,21,2,0,0,9,0,1,0,0,4.364540741814106,17,0
94,24,3,0,15,14,1,0,1,0,4.688460097983368,43,1
37,28,2,0,0,6,0,0,1,0,4.022530474793987,1,1
81,14,1,0,0,13,1,0,0,1,4.396991794185412,31,1
28,15,2,0,0,7,0,0,0,0,3.7264741182543752,6,1
44,17,2,0,6,8,0,0,0,0,4.282739857027811,20,0
29,20,2,0,0,6,0,0,1,0,3.978333581185264,1,0
293,14,2,0,146,18,0,1,1,3,4.897720947970794,74,1
59,23,2,0,2,9,0,1,1,0,4.232065456391431,28,0
72,12,2,0,8,15,0,1,0,0,4.463065932142576,53,0
40,31,4,1,10,8,0,0,1,0,4.046439344671015,1,1
44,36,2,0,0,6,0,0,0,0,3.924754631470696,1,0
44,14,1,0,0,7,0,1,0,0,4.262362653567817,23,1
89,11,1,0,0,13,0,1,0,0,4.0342681969418095,71,0
31,12,1,0,4,8,0,1,0,0,4.19259500475988,12,1
19,11,2,0,0,6,0,0,0,0,3.2866294867861954,1,0
36,29,2,0,0,7,0,1,0,0,4.048688113203415,0,0
46,16,2,0,0,8,0,0,0,0,3.7193506851941662,23,1
26,14,2,1,2,7,0,0,0,0,3.6902603909683838,5,1
57,21,2,0,10,9,0,1,0,0,4.569046154211971,29,1
76,23,2,0,0,12,0,1,1,0,4.161648023061635,45,0
326,19,2,0,62,35,1,1,1,6,5.6728381542766275,16,1
36,21,2,0,0,6,0,0,0,0,4.252715278979704,8,0
74,28,3,0,9,13,0,1,1,0,4.690485419765329,38,0
24,15,2,0,0,6,0,0,1,0,3.855388542207534,1,0
65,20,2,0,6,12,0,1,1,0,4.510357429374702,37,0
78,16,2,0,6,14,0,0,0,0,4.493252142206324,55,0
35,23,2,0,0,7,0,0,0,0,3.704302931775617,5,0
39,18,2,0,0,7,0,0,1,0,4.131054782742918,13,0
36,17,1,1,3,6,0,0,1,0,3.8718956694089623,11,1
108,29,2,1,24,16,0,1,1,1,4.866677581176618,24,1
78,69,4,1,9,10,0,1,1,0,4.823693648755262,1,1
41,13,2,0,0,9,0,0,1,1,3.9275717489329454,5,1
97,16,2,0,0,17,0,0,0,0,4.728376183386354,74,0
106,20,2,0,5,12,0,0,1,0,4.4036519305121695,78,1
62,17,2,0,1,13,0,1,0,0,4.284842183187398,38,0
36,20,2,0,0,7,0,0,0,0,4.162573265150912,9,0
26,15,2,1,1,7,0,0,0,0,3.5654483718208247,4,1
61,14,1,0,0,10,0,0,0,0,4.0864177725789865,40,1
23,14,2,0,0,7,0,1,1,0,3.849223912390625,1,0
22,13,2,1,1,6,0,0,1,0,3.6635327548042538,1,1
35,26,2,0,0,7,0,1,1,0,4.071581588126284,1,1
119,17,2,0,0,20,0,1,0,0,4.550545142338717,95,0
72,14,1,0,2,13,0,1,0,0,4.274141413821241,51,1
56,18,3,0,0,10,0,0,1,0,4.276129815595919,30,0
47,32,3,0,0,9,0,1,0,0,4.224727288613426,8,0
32,23,2,0,0,6,0,0,1,0,3.9917292966721747,1,0
56,27,2,1,1,9,0,1,1,0,4.310060789343956,21,0
36,19,2,0,0,7,0,0,1,0,3.9959065984842446,9,1
133,23,2,0,5,18,0,1,0,0,4.525143187418524,103,1
75,17,2,0,0,13,0,0,0,0,4.246111232828359,51,0
36,17,2,0,0,7,0,1,0,0,4.027719015921097,12,0
35,22,2,0,1,9,0,1,1,1,4.229003731107053,1,1
19,10,1,0,0,5,0,0,1,0,3.43162356584743,1,0
71,35,2,0,10,9,0,1,0,0,4.651468296336441,29,1
37,11,2,0,0,8,0,1,0,0,3.95905708166975,19,0
43,24,2,1,4,7,0,0,0,0,4.547789463752856,12,1
23,15,2,0,0,6,0,0,0,0,3.6424896731661267,1,0
68,22,2,0,18,7,0,0,1,0,4.601306223221492,38,1
147,24,2,0,36,14,0,0,0,0,4.799284347961595,116,1
68,29,2,0,1,11,0,1,0,0,4.22175664359419,32,0
123,46,5,0,18,18,0,0,1,3,4.808559727896323,19,1
77,23,1,0,21,7,0,0,0,0,4.777887801550821,47,1
54,16,2,0,0,10,0,1,0,0,4.244723149910975,31,0
24,15,2,0,0,6,0,0,1,0,3.605388542207534,1,0
89,24,3,0,0,17,0,0,1,0,4.227122167968651,57,1
127,21,2,0,0,16,0,1,0,0,4.061993209256637,99,0
43,15,2,0,0,8,0,0,1,1,4.443365626644181,6,0
38,19,2,0,0,7,0,0,1,0,4.201231789474708,11,0
55,19,1,0,5,9,0,1,0,0,4.447103750156401,29,0
71,20,3,0,0,13,0,0,0,0,4.054520629149646,44,1
208,24,2,0,47,27,0,1,0,4,5.453308109066719,51,1
43,24,1,0,0,7,0,0,0,0,3.856870720856423,12,1
25,16,2,0,0,6,0,0,1,0,3.753269689515107,1,0
25,18,2,0,0,5,0,0,0,0,3.8136606896881857,0,1
109,21,2,0,7,12,1,0,1,1,5.141838917120721,3,1
156,11,1,0,22,19,0,0,0,2,5.549194634216745,106,1
35,28,2,1,1,5,0,0,0,0,4.057575159678482,0,1
57,12,2,0,0,12,0,0,0,0,3.8434147437040798,38,1
47,20,1,0,0,6,0,0,0,0,4.000981404685001,20,1
148,31,1,0,16,26,0,1,1,0,4.6761748616018295,109,1
81,19,2,0,24,10,0,0,0,0,4.590902435937116,55,1
75,37,4,0,0,11,0,0,0,0,4.274880857909424,31,1
36,17,2,0,0,7,0,0,1,0,3.4966241415109924,11,0
75,18,2,0,0,11,0,1,1,0,4.204946024604936,49,0
46,18,2,0,0,8,0,1,1,0,4.137161140604462,20,0
135,35,2,0,6,17,0,1,1,1,5.112472880954944,83,1
27,18,2,0,0,6,0,0,1,0,3.9302703722934544,1,0
32,24,2,1,8,6,0,0,0,0,3.8431390622295662,1,1
63,10,1,0,0,11,0,0,0,0,4.214810678425988,46,1
59,17,2,0,8,11,0,1,0,0,4.403249616901768,35,0
77,22,2,0,6,13,0,1,1,0,4.677464508942368,47,0
129,54,5,0,22,20,0,1,0,3,4.732509521139322,20,1
27,18,2,0,0,6,0,0,1,0,3.8561962982193805,1,0
38,15,2,0,0,8,0,1,0,0,4.221097250057957,16,0
36,27,2,0,0,6,0,0,1,0,4.197159723424149,1,0
26,17,2,0,0,6,0,0,1,0,4.026986833359286,1,0
117,18,2,0,0,18,0,0,0,0,4.205412200566034,92,0
36,28,2,0,0,8,0,1,0,0,4.041336376912015,1,0
61,15,2,0,5,9,0,0,1,0,5.151888567000148,38,1
29,14,3,0,3,9,0,0,1,1,4.32316116739216,1,0
49,21,2,0,0,9,0,1,0,0,4.099104486839893,21,0
44,16,2,0,0,8,0,0,1,0,4.189561096343496,20,0
22,11,2,1,1,6,0,0,0,0,3.538310595615005,4,0
56,29,2,1,3,9,0,1,0,0,4.132811395078722,20,1
30,22,2,0,0,7,0,1,0,0,4.031401845392171,1,0
31,23,2,0,0,7,0,1,0,0,3.9937305842314763,1,0
77,26,2,0,11,14,0,0,0,3,4.951742632043195,22,1
109,19,1,0,0,17,0,1,0,2,4.788782496566848,42,1
49,22,2,0,0,10,0,0,1,0,4.099631661308525,19,0
41,20,2,0,0,9,0,1,1,0,3.9579403464411533,13,0
35,18,2,1,4,7,0,0,0,0,3.935727659493041,10,1
42,14,2,0,5,9,0,0,0,0,4.282098601752792,21,0
45,10,2,0,0,9,0,0,0,0,4.1613130300868475,28,0
29,20,2,0,0,6,0,0,1,0,3.788341339656749,1,0
61,12,2,0,7,13,0,1,1,0,4.649770690228169,41,0
140,33,2,1,10,18,0,1,1,1,5.542068085754025,90,1
41,17,2,0,0,7,0,0,1,0,3.966831272699697,16,0
103,16,2,0,5,17,0,1,0,0,4.5851835091646285,80,1
103,6,1,0,15,23,0,1,0,3,4.874912761977701,9,1
32,24,2,0,0,6,0,0,0,0,3.9681390622295662,1,0
27,20,2,0,0,6,0,1,0,0,4.004344446367529,0,0
22,13,2,0,0,6,0,0,1,0,3.7887549139935026,1,1
28,20,2,0,0,6,0,0,0,0,4.039148671903071,1,0
36,14,2,0,3,8,0,0,0,0,3.9511943630832222,15,1
31,22,2,1,2,6,0,0,1,0,3.873235826376328,1,1
78,24,2,0,0,10,0,1,0,0,4.3600072256906595,47,0
44,17,2,0,0,8,0,0,1,0,4.226143834398879,19,0
30,23,2,1,1,5,0,0,0,0,3.9614063297218425,0,1
50,42,2,1,4,11,0,1,0,0,4.271272380112911,1,1
18,9,1,0,0,5,0,0,1,0,3.30827083453526,1,0
82,20,3,0,3,14,0,0,0,0,4.342010621725586,55,0
52,29,1,0,0,7,0,0,0,0,4.089889603490045,16,1
58,11,1,0,0,11,0,1,0,0,4.343352177335085,40,1
20,9,1,0,1,5,0,0,0,0,3.8841837197791884,4,1
29,20,2,1,2,6,0,0,1,0,4.090234012145144,1,1
21,13,3,0,0,7,0,0,0,0,3.4273334938982645,1,0
49,30,3,1,7,8,0,0,1,0,4.491861884754925,11,1
27,18,3,0,0,7,0,0,1,0,4.004344446367528,1,0
22,6,1,0,4,5,0,0,1,0,4.027169118440616,8,1
45,22,1,0,0,6,0,0,0,0,3.958659352780987,16,0
44,15,2,0,6,9,0,0,0,0,4.306498528791829,22,0
462,26,2,1,195,19,0,1,1,1,4.505488713104081,59,1
118,42,4,0,20,17,0,0,0,3,4.709726244459144,19,1
82,14,1,0,9,14,0,1,0,0,4.408018591199679,61,0
128,50,4,0,19,19,0,1,1,3,4.739181379898587,20,1
28,21,2,0,0,6,0,1,0,0,4.208966082694624,0,0
53,21,3,0,0,9,0,1,1,0,4.228223408235576,24,0
40,13,3,0,5,10,0,0,0,0,4.143942707918268,20,0
43,15,2,0,1,8,0,0,1,1,4.423487650544801,6,0
44,22,2,0,0,8,0,0,0,0,3.965145119504242,15,0
60,26,2,0,0,9,0,1,0,0,4.287966797112397,27,0
103,35,3,0,6,15,0,1,1,0,4.522985723178543,60,0
38,24,1,0,0,7,0,0,0,0,4.240962710641206,7,1
34,20,2,0,0,7,0,0,1,0,4.0286393118385755,6,1
31,23,3,0,0,6,0,0,1,0,4.106949132758152,0,1
82,16,2,0,7,11,0,0,1,1,5.151529407184169,46,1
76,29,2,0,0,10,0,1,0,0,4.306073567606195,40,0
79,13,1,0,0,13,1,1,0,1,4.406232294469075,30,1
48,34,3,1,9,9,0,1,0,0,4.5998747399889846,7,1
45,37,1,0,0,5,0,0,0,0,3.9745047643853657,1,1
44,18,2,1,3,8,0,0,0,0,4.58376514106955,19,0
45,12,1,0,0,8,0,0,0,0,4.233426641149882,26,0
61,20,2,0,0,10,0,0,0,0,4.477799788659758,34,0
155,14,2,0,62,20,1,1,0,0,4.659114532357197,30,1
51,31,2,1,5,7,0,0,0,0,4.179504450061347,13,1
48,19,4,0,0,10,0,0,1,0,3.8355006579912168,21,0
36,15,2,0,0,8,0,1,0,0,4.18354236243323,14,1
24,16,2,0,0,6,0,0,0,0,3.605388542207534,1,0
31,23,2,0,0,7,0,1,0,0,3.889049535914169,1,1
73,16,2,0,9,16,0,0,0,1,4.607279525519326,14,1
25,13,1,0,0,5,0,0,1,0,3.6536606896881847,4,0
83,19,2,0,0,11,0,0,0,0,4.182336455497417,57,1
27,18,2,0,0,6,0,0,1,0,3.708048150071232,1,0
21,12,2,0,0,6,0,0,1,0,3.8801799226757376,1,0
30,21,2,1,7,7,0,1,1,0,4.32323142879762,1,1
59,26,2,0,0,9,0,0,1,0,4.070882829199449,25,0
32,15,2,0,0,7,0,0,0,0,3.8042292966721747,10,0
21,12,1,0,0,6,0,1,1,0,3.7489948035250955,1,1
113,38,2,0,1,16,0,1,0,0,4.283954407220543,68,1
60,17,1,0,0,11,0,1,1,0,4.329040021224233,35,1
29,21,2,0,0,6,0,0,0,0,3.7024715122197467,1,0
51,24,2,0,0,7,0,0,0,0,4.217899666140437,20,0
42,35,2,0,0,5,0,0,0,0,4.127569435189146,0,1
35,27,2,0,0,6,0,0,0,0,4.050013373778755,1,0
17,10,2,0,0,5,0,0,0,0,3.175123135113461,0,0
24,16,2,0,0,6,0,0,0,0,3.5535088547976783,1,0
33,25,2,0,0,8,0,1,0,0,3.907734270742486,1,1
97,19,1,0,20,18,0,1,0,0,4.909320708997625,71,0
76,20,1,0,0,14,0,1,1,0,4.157137430514306,48,1
40,31,2,0,0,6,0,0,1,0,4.065311532225102,1,0
25,16,2,1,1,6,0,0,1,0,3.9736606896881845,1,0
68,20,2,0,0,12,0,1,0,0,4.578589915748461,41,0
28,19,2,0,0,6,0,0,1,0,3.9407598325400897,1,0
29,20,2,0,0,6,0,0,1,0,3.909368063943885,1,0
28,19,2,0,0,6,0,0,1,0,3.824862957617357,1,0
62,31,2,0,1,10,0,1,0,0,4.423650294425888,24,0
26,18,2,0,0,7,0,1,0,0,3.921029621737614,1,0
319,16,2,0,113,44,0,1,1,4,5.135101329866863,22,1
54,15,2,0,0,10,0,1,1,0,4.174179234824742,31,0
35,27,3,0,0,8,0,1,0,0,4.085588016574085,1,1
21,14,2,0,0,5,0,0,0,0,3.689703732199547,0,1
121,31,2,0,8,18,0,1,1,0,5.219154535433705,82,1
39,31,2,1,4,7,0,1,0,0,3.9552918860179607,1,1
40,19,2,0,0,7,0,0,0,0,4.158694969562842,14,0
27,19,2,0,0,6,0,0,0,0,3.8100810205217313,1,0
24,16,2,0,0,6,0,0,0,0,3.5220552088742005,1,0
37,20,1,0,3,6,0,0,1,0,4.060012149061901,9,0
45,22,1,0,1,7,0,1,1,0,4.163532262755957,15,1
39,9,1,0,2,8,0,0,0,1,4.31682689807206,13,1
99,24,2,0,0,14,0,1,0,0,4.335977254192045,68,0
29,21,2,0,0,6,0,0,0,0,3.9952378913808873,1,0
42,19,1,0,2,7,0,0,1,1,4.3087513512471665,9,1
34,19,3,1,1,8,0,0,0,0,4.101881223476018,8,1
75,14,2,0,4,16,0,1,1,1,4.693371817214929,10,0
45,37,4,0,0,8,0,0,0,0,4.218870595993136,1,1
63,7,1,0,2,12,0,1,1,1,4.779122090875091,32,1
27,20,2,0,0,5,0,0,0,0,3.9582291686698796,0,0
47,18,2,0,0,9,0,0,1,0,4.032272361855623,21,0
29,22,2,1,1,5,0,0,0,0,3.9488593407620454,0,1
57,39,4,1,20,9,0,1,0,0,4.4602789447344335,11,1
56,48,4,0,0,9,0,1,0,0,4.311382823650151,1,1
30,22,2,0,0,6,0,0,0,0,3.7525842461721624,1,0
25,16,2,0,0,6,0,0,1,0,3.7336606896881848,1,0
105,23,2,0,7,16,0,1,1,0,4.582629033464509,74,0
31,22,2,0,0,6,0,0,1,0,3.937751955408586,1,0
29,22,2,0,0,5,0,0,0,0,3.715932185515029,0,0
37,23,2,0,0,6,0,0,0,0,4.229327351940021,7,0
124,24,2,0,6,20,0,1,1,1,5.159250716031775,83,1
55,33,4,0,0,11,0,0,1,0,4.17854193318973,14,1
64,11,1,0,0,13,0,1,0,0,4.219449265965603,46,1
36,11,2,1,7,9,0,1,0,0,4.361052349254429,18,1
33,26,1,1,1,7,0,1,0,0,3.8471282101364253,0,1
60,18,1,0,0,11,0,0,0,0,4.255330863445171,35,1
25,17,2,1,4,7,0,1,0,0,4.053660689688185,1,1
63,26,2,0,0,9,0,1,0,0,4.273735280127661,30,0
39,25,2,1,8,6,0,0,1,0,4.458103180234289,6,1
66,26,2,0,0,9,0,1,0,0,4.186133469144905,33,0
259,13,1,0,40,13,0,0,0,1,5.8226583661591205,38,1
98,13,2,0,0,20,0,1,1,0,4.341474198745708,77,0
26,17,2,0,0,6,0,0,1,0,3.7671834678914604,1,0
213,18,2,0,92,19,0,1,0,3,4.785777155259652,22,1
25,14,2,0,0,7,0,0,0,0,3.703465189601646,4,1
35,28,2,0,0,5,0,0,0,0,4.185867302411998,0,0
66,20,2,0,0,9,0,0,0,0,4.312626128926675,39,0
79,22,2,0,6,13,0,1,0,0,4.442368408042155,50,0
41,26,2,0,0,7,0,0,0,0,3.875725480175073,8,1
126,10,1,0,5,18,0,1,0,0,4.7156857230004245,109,1
63,55,7,1,4,11,0,0,0,0,4.207439353875033,1,1
57,20,1,0,2,8,0,0,0,0,4.278445120583552,30,1
30,21,2,0,0,6,0,0,1,0,3.9647351787255047,1,0
22,14,2,0,0,6,0,0,0,0,3.538310595615006,1,0
43,34,2,0,0,6,0,0,1,0,3.856870720856423,1,1
96,14,1,0,19,12,0,1,0,0,4.72175394404805,75,1
56,29,2,0,0,10,0,1,0,0,4.359879028736861,20,0
25,17,2,0,0,6,0,0,0,0,3.753269689515107,1,0
39,16,2,0,0,9,0,0,0,0,3.8972236166207708,16,1
25,17,2,0,0,6,0,0,0,0,3.593269689515108,1,0
97,17,2,0,5,18,0,1,1,0,4.426283720408966,72,0
69,18,2,0,18,8,0,0,0,0,4.569205624769985,44,1
23,16,2,0,0,5,0,0,0,0,3.8820451081368628,0,1
80,15,1,0,0,13,1,1,0,1,4.415031896934837,29,1
39,25,2,0,0,6,0,0,0,0,4.0478467699778795,7,0
83,14,2,0,4,18,0,1,1,1,4.674645648851641,10,0
106,22,2,0,5,17,0,1,0,0,4.770262958032649,77,1
56,21,2,0,1,10,0,1,0,0,4.439437798233895,28,0
128,50,4,0,22,19,0,1,1,3,4.719726497119892,20,1
39,30,2,0,0,6,0,0,1,0,4.092342603144792,1,0
113,15,2,0,10,14,0,0,1,1,5.247040746549193,76,1
90,20,2,0,1,17,0,1,0,2,5.158085318359586,10,1
63,18,2,0,8,10,0,1,1,0,4.455211424897841,37,0
33,22,2,0,0,6,0,0,0,0,3.98319563424773,4,0
69,18,2,0,0,11,0,1,1,0,4.519412275738392,43,0
52,25,4,1,3,11,1,0,1,0,4.113834074602287,1,1
44,26,2,0,0,8,0,0,0,0,4.096382335659181,11,0
28,20,2,0,0,7,0,1,0,0,3.740415529881632,1,0
43,14,1,0,4,7,0,0,0,1,4.268719696310996,5,1
64,17,2,0,0,11,0,1,1,0,4.361033547037795,39,0
38,26,2,0,0,7,0,0,0,0,4.023471592049353,5,1
73,26,2,0,0,10,0,1,0,0,4.2262721621203525,40,0
74,13,2,0,4,13,0,1,1,0,4.542233651206049,53,0
41,18,1,0,0,8,0,0,0,0,4.122693700152458,16,1
34,26,3,0,0,7,0,0,0,0,3.9176264438733592,1,0
77,23,1,0,22,7,0,0,0,0,4.7366223863702075,47,1
126,50,4,0,22,18,0,1,0,3,4.818705167376186,19,1
41,32,2,1,1,7,0,1,1,0,4.241102309232295,1,1
20,12,2,0,0,6,0,0,0,0,3.8841837197791884,1,1
43,18,2,0,0,9,0,1,0,0,4.208485034316045,18,0
56,30,2,1,7,7,0,0,0,0,4.368009226805324,19,1
100,18,2,0,17,13,0,1,0,0,4.703444342530804,75,1
137,15,2,0,36,43,0,0,1,0,3.922508200422574,114,0
46,24,2,0,0,8,0,0,0,0,4.102168956377575,15,1
128,50,4,0,16,19,0,1,1,3,4.68575500910096,20,1
44,20,2,0,0,8,0,0,0,0,3.954003642329854,17,1
80,27,2,0,26,8,0,0,1,0,4.647810402021881,45,1
33,24,2,0,0,6,0,0,1,0,3.8471282101364253,1,0
31,23,2,0,0,6,0,0,0,0,3.821311940104173,1,0
30,21,2,0,0,6,0,0,1,0,4.056564762130954,1,0
73,42,4,1,1,14,0,1,0,0,4.254558895904882,24,1
65,24,2,0,0,10,0,1,0,0,4.140525121416121,34,0
23,15,2,0,0,6,0,0,0,0,3.849223912390625,1,0
52,14,2,0,2,10,0,0,0,0,4.635361295347743,31,1
40,13,3,1,10,12,1,0,0,1,4.434183719779189,10,1
31,23,2,0,0,6,0,0,0,0,3.8001821971347023,1,0
58,22,2,0,0,10,0,0,0,0,4.300417263616583,29,1
29,21,2,0,0,6,0,0,0,0,3.8573068568981284,1,0
85,13,2,1,23,11,0,0,0,0,4.678418183818777,65,1
97,21,2,0,4,14,0,1,1,0,4.493789714291881,68,0
396,68,7,1,74,75,0,1,0,12,5.147345484013081,10,1
124,46,5,0,24,19,0,0,1,3,4.695541394367525,20,1
93,21,2,0,0,13,0,0,0,0,4.324316211494255,65,0
24,17,2,0,0,5,0,0,0,0,3.7406015629507228,0,0
35,13,2,0,0,8,0,0,0,0,4.025591860285232,15,0
68,19,2,0,3,13,0,0,0,0,4.165870333891538,42,1
85,77,7,1,25,12,0,1,0,0,4.7674510837537225,1,1
64,18,2,0,9,14,0,1,1,0,4.7867384298164914,38,0
32,12,2,0,0,8,0,0,0,0,3.7928377974034158,13,1
17,10,2,0,0,5,0,0,0,0,3.4992275471326932,0,0
24,15,3,0,0,7,0,0,1,0,3.6258145836939115,1,0
159,40,5,1,26,16,0,0,0,0,5.495027535221182,112,1
44,18,3,0,0,9,0,1,1,0,4.126950016748872,18,0
36,27,2,0,0,6,0,0,1,0,4.107017709595357,1,0
102,23,3,0,25,13,0,1,0,0,4.7449699508705585,72,1
26,8,1,0,0,6,0,0,0,0,3.902174814211727,11,0
71,12,1,0,12,13,0,0,0,1,4.820118556210203,18,1
54,11,1,0,2,9,0,0,0,0,4.078549541836061,36,1
49,16,2,0,0,9,0,1,1,0,4.099631661308524,25,0
24,16,3,0,0,7,0,0,0,0,3.6258145836939115,1,0
102,13,2,0,5,15,0,1,0,0,4.555723539223696,82,1
65,17,2,0,0,14,0,1,1,0,4.1885161287817185,40,0
83,16,2,0,2,12,0,0,1,1,4.984676896211292,46,1
132,16,2,0,8,10,0,0,1,1,5.426039999179604,24,1
38,29,2,1,5,6,0,0,1,0,4.523986065961298,1,1
24,15,2,0,0,6,0,0,1,0,3.6572682296173893,1,0
61,14,3,0,0,12,0,0,0,0,4.230363986531876,40,1
31,23,2,0,0,6,0,0,0,0,3.950344198168689,1,0
35,19,2,0,2,7,0,0,0,0,4.171860873964196,9,0
24,5,1,0,3,5,0,0,0,0,4.0220552088742005,12,1
64,16,2,0,7,10,0,1,1,0,4.561889062229566,40,0
69,23,2,0,8,12,0,1,0,0,4.449894428171292,39,1
36,28,2,0,0,6,0,0,0,0,4.030493056757482,1,0
61,28,2,0,0,9,0,1,0,0,4.25442842955418,26,0
38,22,2,0,0,7,0,0,1,0,3.9483465138316336,8,1
79,14,2,0,0,12,0,0,1,0,4.984301875297009,57,0
76,50,4,0,9,10,0,1,0,0,4.453446718606695,19,1
24,16,2,0,0,6,0,0,0,0,3.6572682296173897,1,0
26,17,2,0,0,6,0,0,1,0,3.7381493331928657,1,0
60,23,2,0,0,11,0,1,0,0,4.177049763244837,30,1
39,31,1,1,1,7,0,1,0,0,4.2849009365890725,1,1
243,37,2,1,48,30,0,1,1,1,5.424165759302906,129,1
66,22,2,0,0,11,0,1,1,0,4.195708233474441,36,0
33,26,2,0,0,5,0,0,0,0,3.9374448765408534,0,0
21,13,1,0,0,5,0,0,0,0,3.5585186130489057,1,0
34,14,2,0,0,8,0,1,0,0,4.160704752887782,13,0
39,31,2,0,0,9,0,1,0,0,4.265544846790009,1,0
38,11,2,0,0,9,0,0,0,0,3.75072085582303,20,1
40,31,2,0,0,8,0,1,1,0,4.127567157116928,1,1
28,20,2,0,0,6,0,0,0,0,4.039148671903071,1,0
57,48,4,1,9,11,0,1,1,0,4.435543689748169,1,1
63,17,2,0,0,12,0,1,0,0,4.255002249467885,39,0
22,13,2,0,0,6,0,0,1,0,3.663532754804254,1,0
27,13,2,1,3,7,0,0,0,0,3.9121138909722304,7,1
30,22,2,0,0,6,0,0,0,0,3.7777471629109445,1,0
32,24,2,0,0,6,0,0,0,0,3.9025182662886326,1,0
105,17,1,0,0,19,1,1,0,1,4.533074095199079,61,1
76,16,2,0,6,13,0,1,0,0,4.582857283917477,53,0
